交易日期,股票代码,股票名称,池类型,市场类型,当前价,涨跌幅%,连板天数,涨停标签,涨停状态,首次涨停时间,最后涨停时间,炸板时间,炸板次数,封单金额,封单量,换手率%,成交额,流通市值,涨停原因,所属行业
2026-04-08,600126.SH,杭钢股份,涨停池,HS,9.31,10.0473,1,首板,一字板,09:25:02,09:25:02,,0,271564220.0,29169089.0,1.7275,543161330.0,31441630000.0,算力租赁+国资云+扭亏+浙江国资,DeepSeek概念
2026-04-08,601069.SH,西部黄金,涨停池,HS,33.2,10.0066,1,首板,一字板,09:25:01,09:25:01,,0,159725200.0,4811000.0,0.701,206485440.0,29454656000.0,一季度预增+黄金采选冶+新疆国资,2025年报预增
2026-04-08,002528.SZ,ST英飞拓,涨停池,ST,4.4,5.0119,6,6天4板,一字板,09:25:00,09:25:00,,0,29337440.0,6667600.0,0.2089,9653600.0,4620966100.0,庭外重组+深圳国资+智慧城市+AI安防,东数西算(算力)
2026-04-08,000586.SZ,汇源通信,涨停池,HS,22.84,10.0193,4,4天4板,一字板,09:25:00,09:25:00,,0,294236300.0,12882500.0,1.966,86862827.0,4418169600.0,光纤+特种光缆+车载电子+定增推进,专精特新
2026-04-08,300686.SZ,智动力,炸板池,GEM,17.76,18.0066,0,,,13:45:51,13:48:21,13:48:21,1,0.0,0.0,17.1645,759200960.0,4598202900.0,,
2026-04-08,300986.SZ,志特新材,炸板池,GEM,27.93,14.0,0,,,10:20:54,10:21:09,10:21:09,1,0.0,0.0,20.3592,2306554500.0,11496938800.0,,
2026-04-08,000975.SZ,山金国际,炸板池,HS,31.88,8.6201,0,,,09:50:15,09:51:21,09:51:21,2,0.0,0.0,2.8189,2271060900.0,80574546000.0,,
2026-04-08,603158.SH,腾龙股份,炸板池,HS,12.3,8.4656,0,,,11:11:56,13:00:32,13:00:32,1,0.0,0.0,13.7418,822394220.0,6036472800.0,,
2026-04-08,603773.SH,沃格光电,炸板池,HS,35.65,8.3587,0,,,13:13:07,13:16:07,13:16:07,1,0.0,0.0,5.9378,468512920.0,8009080300.0,,
2026-04-08,003018.SZ,金富科技,炸板池,HS,30.91,8.3421,0,,,09:34:00,09:35:39,09:35:39,1,0.0,0.0,17.7827,535730040.0,3028528600.0,,
2026-04-08,603738.SH,泰晶科技,炸板池,HS,26.19,8.0446,0,,,11:24:50,13:00:35,13:00:35,1,0.0,0.0,16.4396,1640944900.0,10106393400.0,,
2026-04-08,600545.SH,卓郎智能,炸板池,HS,3.97,7.8804,0,,,13:51:32,13:57:44,13:57:44,3,0.0,0.0,9.6667,681543150.0,7098011500.0,,
2026-04-08,600482.SH,中国动力,炸板池,HS,35.0,7.8582,0,,,13:42:06,13:43:57,13:43:57,2,0.0,0.0,2.5743,2012641200.0,79388623000.0,,
2026-04-08,600512.SH,腾达建设,炸板池,HS,2.56,7.563,0,,,13:29:44,13:32:38,13:32:38,1,0.0,0.0,7.8771,316305340.0,4063757200.0,,
2026-04-08,002692.SZ,远程股份,炸板池,HS,6.15,7.3298,0,,,10:02:33,10:05:42,10:05:42,1,0.0,0.0,9.701,426779760.0,4413910200.0,,
2026-04-08,000636.SZ,风华高科,炸板池,HS,19.83,6.9003,0,,,13:22:33,13:23:06,13:23:06,2,0.0,0.0,8.8494,2028896100.0,22943572000.0,,
2026-04-08,603189.SH,网达软件,炸板池,HS,18.09,5.7276,0,,,10:18:50,10:18:59,10:18:59,1,0.0,0.0,9.4008,453969420.0,4876129600.0,,
2026-04-08,000691.SZ,*ST亚太,炸板池,ST,7.93,4.4796,0,,,09:49:39,10:05:54,10:05:54,2,0.0,0.0,2.2213,56695794.0,2563531100.0,,
2026-04-08,002731.SZ,ST萃华,炸板池,ST,7.4,3.9326,0,,,09:57:54,13:07:45,13:07:45,5,0.0,0.0,14.4659,246757290.0,1699457400.0,,
2026-04-08,002058.SZ,*ST威尔,炸板池,ST,22.22,3.8318,0,,,14:20:27,14:20:45,14:20:45,1,0.0,0.0,1.2717,40134499.0,3180077100.0,,
2026-04-08,000929.SZ,*ST兰黄,炸板池,ST,9.29,3.7989,0,,,09:43:48,09:48:03,09:48:03,2,0.0,0.0,2.6085,45167385.0,1725656700.0,,
2026-04-08,000720.SZ,新能泰山,炸板池,HS,6.7,2.6034,0,,,09:34:51,09:41:33,09:41:33,2,0.0,0.0,34.7703,2966374900.0,8418761500.0,,
2026-04-08,002592.SZ,ST八菱,炸板池,ST,8.13,-0.2454,0,,,10:03:33,10:04:57,10:04:57,1,0.0,0.0,4.7388,103988699.0,2135736700.0,,
2026-04-08,600488.SH,津药药业,炸板池,HS,7.36,-4.0417,0,,,09:34:15,09:42:24,09:42:24,1,0.0,0.0,25.7756,2192139100.0,8036286000.0,,
2026-04-08,002873.SZ,新天药业,炸板池,HS,11.32,-4.8739,0,,,09:25:00,09:46:00,09:46:00,1,0.0,0.0,30.2247,871149570.0,2713297000.0,,
2026-04-08,600608.SH,*ST沪科,跌停池,ST,2.57,-5.1661,0,,,,,,0,0.0,0.0,2.8061,23246675.0,818214600.0,,
2026-04-08,600381.SH,*ST春天,跌停池,ST,2.77,-5.137,0,,,,,,0,0.0,0.0,2.7288,44613449.0,1626158300.0,,
2026-04-08,002828.SZ,贝肯能源,跌停池,HS,12.51,-10.0,0,,,,,,0,0.0,0.0,23.8531,578900700.0,2421460300.0,,
2026-04-08,603619.SH,中曼石油,跌停池,HS,33.57,-10.0,0,,,,,,0,0.0,0.0,8.2165,1276854420.0,15520702000.0,,
2026-04-08,600777.SH,*ST新潮,跌停池,ST,5.24,-5.0725,0,,,,,,0,0.0,0.0,0.7236,241467220.0,33358639000.0,,
2026-04-08,000968.SZ,蓝焰控股,跌停池,HS,9.44,-10.0095,0,,,,,,0,0.0,0.0,2.6492,241960180.0,9133225100.0,,
2026-04-08,600193.SH,*ST创兴,跌停池,ST,3.53,-5.1075,0,,,,,,0,0.0,0.0,1.2307,18479903.0,1501566700.0,,
2026-04-08,600238.SH,*ST椰岛,跌停池,ST,3.93,-5.0725,0,,,,,,0,0.0,0.0,0.4098,7171464.0,1749917300.0,,
2026-04-08,603843.SH,*ST正平,跌停池,ST,8.76,-4.9892,0,,,,,,0,0.0,0.0,0.6782,41563572.0,6128699600.0,,
2026-04-08,002598.SZ,ST章鼓,跌停池,ST,8.32,-5.0228,0,,,,,,0,0.0,0.0,0.1401,3340480.0,2383925500.0,,
2026-04-08,000818.SZ,航锦科技,跌停池,HS,15.62,-10.023,0,,,,,,0,0.0,0.0,3.0163,310110110.0,10281262700.0,,
2026-04-08,000638.SZ,*ST万方,跌停池,ST,1.04,-4.5872,0,,,,,,0,0.0,0.0,0.3467,1118208.0,322551430.0,,
2026-04-09,603843.SH,*ST正平,涨停池,ST,9.2,5.0228,1,首板,换手板,14:48:47,14:53:35,,1,6461712.0,702360.0,4.1333,249787810.0,6436533800.0,算力租赁+重整预期+ST板块,充电桩
2026-04-09,601869.SH,长飞光纤,涨停池,HS,398.31,10.0,1,首板,换手板,14:53:28,14:53:28,,0,461329810.0,1158218.0,5.2809,8098605800.0,161848610000.0,光纤涨价+AI算力光纤+年报增长,创投
2026-04-09,605318.SH,法狮龙,涨停池,HS,93.17,10.0,2,2天2板,换手板,10:16:23,14:49:02,,70,4546696.0,48800.0,6.182,708398200.0,11714173500.0,AI子公司+装配式建筑+亏损收窄,智能家居
2026-04-09,002947.SZ,恒铭达,涨停池,HS,65.34,10.0,1,首板,换手板,09:56:06,14:47:18,,19,23595581.0,361120.0,16.052,1984812100.0,12586675100.0,消费电子+精密金属结构件+算力服务器+股票期权激励,比亚迪概念
2026-04-09,002636.SZ,金安国纪,涨停池,HS,37.19,9.997,1,首板,换手板,09:53:12,14:40:57,,14,51716414.0,1390600.0,8.6866,2294791900.0,26937290000.0,覆铜板涨价+高频高速CCL+定增扩产,
2026-04-09,000990.SZ,诚志股份,涨停池,HS,11.04,9.9602,3,3天2板,换手板,11:25:45,14:34:09,,10,5558640.0,503500.0,10.912,1419485600.0,13416212500.0,甲醇+氢能源+POE新材料+青岛国资,小米概念
2026-04-09,002620.SZ,ST瑞和,涨停池,ST,9.92,4.9735,1,首板,换手板,14:16:06,14:19:06,,1,30989584.0,3123950.0,10.3799,316194900.0,3128374200.0,重整投资人+光伏建筑一体化+建筑装饰,ST板块
2026-04-09,600337.SH,美克家居,涨停池,HS,2.86,10.0,1,首板,换手板,09:30:10,14:16:13,,2,36860395.0,12888250.0,9.8391,401302600.0,4109814700.0,重整预期+AI智家+拟收购万德溙（铜缆）,智能家居
2026-04-09,301181.SZ,标榜股份,涨停池,GEM,53.35,19.9955,1,首板,换手板,13:59:30,14:12:54,,3,12367543.7,231819.0,9.8004,435577110.0,4811168200.0,汽车热管理+比亚迪概念,比亚迪概念
2026-04-09,002536.SZ,飞龙股份,涨停池,HS,33.56,9.9967,2,2天2板,换手板,10:42:42,14:05:27,,7,56649381.0,1688003.0,12.2623,2170088000.0,18270100000.0,液冷服务器+机器人+汽车热管理,充电桩
2026-04-09,000070.SZ,特发信息,涨停池,HS,20.88,10.0105,1,首板,换手板,13:58:48,13:58:48,,0,238659460.0,11430051.0,20.9542,3590593300.0,18555614000.0,光纤涨价+CPO+深圳国资,创投
2026-04-09,002580.SZ,圣阳股份,涨停池,HS,17.25,10.0128,1,首板,换手板,13:41:48,13:41:48,,0,163689630.0,9489254.0,25.1297,1824513300.0,7802844300.0,液冷+固态电池+储能+山东国资,创投
2026-04-09,000586.SZ,汇源通信,涨停池,HS,25.12,9.9825,5,5天5板,换手板,09:30:18,13:39:00,,2,103648712.0,4126143.0,27.679,1336684860.0,4859212800.0,光纤+特种光缆+车载电子+定增推进,5G
2026-04-09,002150.SZ,正泰电源,涨停池,HS,32.78,10.0,1,首板,换手板,13:38:00,13:38:00,,0,135327840.0,4128366.0,11.2299,1254120330.0,11753104400.0,光伏逆变器+储能+外销,充电桩
2026-04-09,603757.SH,大元泵业,涨停池,HS,54.16,9.9919,2,2天2板,换手板,13:22:53,13:33:35,,2,33118840.0,611500.0,15.6231,1495413300.0,10103399500.0,液冷+储能+算力+泵业龙头,商业航天
2026-04-09,603507.SH,振江股份,涨停池,HS,46.21,9.9976,1,首板,换手板,13:28:41,13:28:41,,0,96323959.0,2084483.0,9.7552,786937690.0,8399698300.0,风电设备+燃气轮机+外骨骼机器人,商业航天
2026-04-09,603306.SH,华懋科技,涨停池,HS,97.06,9.9955,2,2天2板,换手板,13:23:56,13:23:56,,0,20372894.0,209900.0,6.6592,2059489200.0,31980770000.0,800G光模块+CPO+收购恢复审核,比亚迪概念
2026-04-09,002281.SZ,光迅科技,涨停池,HS,108.09,10.0041,1,首板,换手板,10:18:12,13:22:57,,8,353510940.0,3270524.0,11.431,9380866700.0,84253708000.0,3.2T硅光模块+CPO+央企,芯片概念
2026-04-09,002342.SZ,巨力索具,涨停池,HS,15.59,10.0212,2,2天2板,换手板,09:42:27,13:19:27,,5,207131860.0,13286200.0,28.5582,4158828000.0,14883617000.0,商业航天+深海系泊+索具龙头,商业航天
2026-04-09,002635.SZ,安洁科技,涨停池,HS,15.75,9.986,1,首板,换手板,13:19:21,13:19:21,,0,98272928.0,6239551.0,9.2915,556980720.0,6229646500.0,折叠屏+消费电子+苹果+机器人,充电桩
2026-04-09,002039.SZ,黔源电力,涨停池,HS,21.25,9.9896,1,首板,换手板,13:15:27,13:15:27,,0,73349900.0,3451760.0,7.1826,632817570.0,9085584700.0,一季报预增+水电+央企,
2026-04-09,002650.SZ,ST加加,涨停池,ST,7.7,5.0477,3,3天2板,换手板,09:32:27,13:13:39,,4,15321845.0,1989850.0,1.9447,164872760.0,8524256700.0,减盐酱油+ST摘帽预期+无实控人,ST板块
2026-04-09,605056.SH,咸亨国际,涨停池,HS,29.32,10.0188,1,首板,换手板,13:05:10,13:12:34,,2,26798480.0,914000.0,4.5371,518823980.0,11827488600.0,机器人+电网MRO+央企客户,军工
2026-04-09,600743.SH,华远控股,涨停池,HS,2.41,10.0457,3,3天3板,换手板,13:07:55,13:09:04,,1,36991413.0,15349134.0,8.0387,425000380.0,5654103100.0,物业+轻资产转型+国企,智能家居
2026-04-09,601811.SH,新华文轩,涨停池,HS,15.93,10.0138,1,首板,换手板,13:04:20,13:04:20,,0,59350417.0,3725701.0,3.2398,390035640.0,12615029100.0,出版传媒+IP+高股息+四川国资,人工智能
2026-04-09,603216.SH,梦天家居,涨停池,HS,36.52,10.0,1,首板,换手板,13:01:14,13:01:14,,0,83459339.0,2285305.0,2.6333,205955550.0,8132638800.0,高端木作+芯片概念,智能家居
2026-04-09,000793.SZ,*ST华闻,涨停池,ST,2.82,4.8327,1,首板,换手板,13:00:03,13:00:03,,0,12890815.0,4571211.0,1.4079,75928718.0,5530044300.0,重整继续经营+海南文旅+国资入主,ST板块
2026-04-09,002384.SZ,东山精密,涨停池,HS,131.9,9.9992,2,2天2板,换手板,09:35:48,11:17:09,,12,102847970.0,779742.0,6.7559,12250396700.0,182855840000.0,一季度预增+AI PCB+光芯片,长三角一体化
2026-04-09,603958.SH,哈森股份,涨停池,HS,22.28,10.0247,1,首板,换手板,10:47:14,10:58:41,,1,39609384.0,1777800.0,5.8771,277251320.0,4887340800.0,机器人概念+消费电子+3D打印+股权收购,消费电子概念
2026-04-09,002822.SZ,ST中装,涨停池,ST,3.18,4.9505,1,首板,换手板,10:55:42,10:55:42,,0,8528283.0,2681850.0,1.4813,49571968.0,3399249800.0,IDC算力+光伏新能源+重整完成,ST板块
2026-04-09,002824.SZ,和胜股份,涨停池,HS,22.97,10.0096,1,首板,换手板,10:41:06,10:55:36,,3,4212698.0,183400.0,12.5614,620204180.0,5053426200.0,消费电子+AI终端+电池结构件,智能家居
2026-04-09,300489.SZ,光智科技,涨停池,GEM,61.44,20.0,1,首板,换手板,09:47:12,10:49:57,,1,72472781.0,1179570.0,15.4457,1265733740.0,8518562700.0,红外光学+卫星太阳能电池+MEMS探测器,军工
2026-04-09,600345.SH,长江通信,涨停池,HS,49.42,9.9933,1,首板,换手板,10:37:08,10:42:41,,1,72894500.0,1475000.0,11.3622,1141503380.0,10455260500.0,参股长飞光纤+商业航天+央企,商业航天
2026-04-09,603929.SH,亚翔集成,涨停池,HS,198.99,10.0,1,首板,换手板,10:41:13,10:41:13,,0,92112471.0,462900.0,2.8164,1145013450.0,42456506000.0,IC洁净室+东南亚订单+年报增长,长三角一体化
2026-04-09,000078.SZ,海王生物,涨停池,HS,3.84,10.0287,1,首板,换手板,09:39:54,10:39:18,,1,47867328.0,12465450.0,11.6178,1150325430.0,10085534000.0,创新药+医疗器械+医药流通,
2026-04-09,601133.SH,柏诚股份,涨停池,HS,24.68,9.9822,6,6天3板,换手板,09:46:41,10:35:23,,1,89748326.0,3636480.0,25.9646,922303890.0,3686864800.0,半导体洁净室+存储芯片+海外扩张,芯片概念
2026-04-09,603121.SH,华培动力,涨停池,HS,21.57,9.9949,1,首板,换手板,10:34:01,10:34:01,,0,65523060.0,3037694.0,3.5623,249728840.0,7302172200.0,人形机器人+传感器+氢能,长三角一体化
2026-04-09,603808.SH,歌力思,涨停池,HS,11.36,9.971,1,首板,换手板,10:30:25,10:30:25,,0,59803811.0,5264420.0,4.2861,171091640.0,4192895100.0,多品牌矩阵+服装+AI应用+扭亏为盈,人工智能
2026-04-09,002718.SZ,友邦吊顶,涨停池,HS,76.11,10.0014,1,首板,换手板,10:27:09,10:27:09,,0,41506589.0,545350.0,2.6283,181571930.0,7152880500.0,实控人变更+集成吊顶+智能家居,智能家居
2026-04-09,600619.SH,海立股份,涨停池,HS,18.38,9.994,1,首板,换手板,10:14:41,10:14:41,,0,126027800.0,6856790.0,6.2246,875522600.0,14505033000.0,年报增长+光刻机冷却+上海国资,小米概念
2026-04-09,002843.SZ,泰嘉股份,涨停池,HS,25.0,9.9868,1,首板,换手板,10:09:48,10:09:48,,0,89881175.0,3595247.0,9.871,600180820.0,6269814100.0,数据中心电源+商业航天+锯切龙头,商业航天
2026-04-09,002328.SZ,新朋股份,涨停池,HS,9.19,10.0599,1,首板,换手板,09:48:18,10:05:36,,3,69452166.0,7557363.0,15.9967,815494160.0,5245577500.0,液冷服务器+汽车零部件+特斯拉+回购,长三角一体化
2026-04-09,603863.SH,松炀资源,涨停池,HS,20.6,9.984,1,首板,换手板,10:01:09,10:01:09,,0,75707060.0,3675100.0,6.5371,269164360.0,4215790000.0,造纸+减亏+资产优化,
2026-04-09,603773.SH,沃格光电,涨停池,HS,39.22,10.014,1,首板,换手板,09:58:48,09:59:54,,1,35490727.0,904914.0,10.0473,866398930.0,8811111600.0,玻璃基板+CPO+商业航天,商业航天
2026-04-09,600330.SH,天通股份,涨停池,HS,19.7,9.9944,1,首板,换手板,09:54:41,09:54:41,,0,311072670.0,15790491.0,8.1411,1881494900.0,24298658000.0,铌酸锂晶体+光模块+商业航天,商业航天
2026-04-09,002025.SZ,航天电器,涨停池,HS,78.22,9.9986,3,3天2板,换手板,09:52:48,09:52:48,,0,173686880.0,2220492.0,5.9144,2045586300.0,35501813000.0,商业航天+军工电子+光模块+央企,商业航天
2026-04-09,002645.SZ,华宏科技,涨停池,HS,21.29,10.0258,1,首板,换手板,09:50:57,09:50:57,,0,163794980.0,7693517.0,7.9346,908460870.0,11899567600.0,稀土永磁+机器人+汽车拆解+扭亏为盈,消费电子概念
2026-04-09,000889.SZ,中嘉博创,涨停池,HS,3.95,10.0279,2,2天2板,换手板,09:44:57,09:44:57,,0,51579171.0,13058018.0,13.6416,453154090.0,3435906200.0,算力销售+5G消息+短信通道,5G
2026-04-09,000909.SZ,*ST数源,涨停池,ST,6.44,5.0571,3,3天2板,换手板,09:44:27,09:44:27,,0,4584636.0,711900.0,1.2009,33469032.0,2818856100.0,智慧交通+充电桩+杭州国资+ST博弈,充电桩
2026-04-09,600629.SH,华建集团,涨停池,HS,22.18,10.0198,1,首板,换手板,09:42:53,09:42:53,,0,135597100.0,6113485.0,3.1691,659007770.0,21140136000.0,上海国资整合+工程设计+浦东机场T3,创投
2026-04-09,002975.SZ,博杰股份,涨停池,HS,86.9,10.0,2,2天2板,换手板,09:39:21,09:39:21,,0,137189730.0,1578708.0,10.8492,982113710.0,9199145400.0,液冷服务器+AI服务器测试+年报增长,小米概念
2026-04-09,002107.SZ,沃华医药,涨停池,HS,7.65,10.0719,1,首板,换手板,09:33:27,09:38:21,,1,56303663.0,7359956.0,9.297,399872580.0,4371164200.0,业绩大增+心脑血管中药+外资买入,创投
2026-04-09,002962.SZ,五方光电,涨停池,HS,15.37,10.0215,1,首板,换手板,09:36:24,09:36:24,,0,50653249.0,3295592.0,7.7345,245213580.0,3215158200.0,光学元件+AR/VR拓展+微棱镜量产,小米概念
2026-04-09,600594.SH,益佰制药,涨停池,HS,5.06,10.0,1,首板,换手板,09:33:36,09:33:36,,0,111755393.0,22086046.0,9.6202,377500880.0,4007152600.0,阿扎胞苷获批+抗肿瘤药+民营医院,
2026-04-09,600707.SH,彩虹股份,涨停池,HS,6.38,10.0,1,首板,换手板,09:31:34,09:32:38,,1,68646720.0,10759674.0,1.3092,297063850.0,22889333000.0,液晶面板+基板玻璃+国企改革,
2026-04-09,605189.SH,富春染织,涨停池,HS,16.02,10.0275,1,首板,T字板,09:30:00,09:32:09,,1,62907048.0,3926782.0,4.5732,142117970.0,3109124500.0,一季度预增+筒子纱龙头+PEEK材料,机器人概念
2026-04-09,603813.SH,*ST原尚,涨停池,ST,25.15,5.0104,3,3天3板,一字板,09:25:04,09:25:04,,0,21405165.0,851100.0,0.2546,6725110.0,2641127300.0,退市博弈+氢能物流+电商物流,ST板块
2026-04-09,603950.SH,长源东谷,涨停池,HS,44.88,10.0,2,2天2板,一字板,09:25:03,09:25:03,,0,399593570.0,8903600.0,0.2309,33538824.0,14523473000.0,复牌+重大资产重组+柴油动力单元+热交换系统,比亚迪概念
2026-04-09,603777.SH,来伊份,涨停池,HS,15.43,9.9786,2,2天2板,一字板,09:25:02,09:25:02,,0,134012605.0,8685198.0,2.65,136742230.0,5160164900.0,拟协议转让10%股份+健康零食+IP经济,人工智能
2026-04-09,002528.SZ,ST英飞拓,涨停池,ST,4.62,5.0,7,7天5板,一字板,09:25:00,09:25:00,,0,41488062.0,8980100.0,0.1661,8056818.0,4852014400.0,庭外重组+深圳国资+智慧城市+AI安防,智能家居
2026-04-09,002364.SZ,中恒电气,涨停池,HS,31.93,9.9897,1,首板,一字板,09:25:00,09:25:00,,0,1042057260.0,32635680.0,1.3343,237783350.0,17820253000.0,宁德时代入股+HVDC+数据中心电源,充电桩
2026-04-09,002213.SZ,大为股份,炸板池,HS,32.51,10.0169,0,,,09:52:21,14:56:57,14:56:57,31,0.0,0.0,31.4812,2082697500.0,6715170800.0,,
2026-04-09,603061.SH,金海通,炸板池,HS,315.18,9.6278,0,,,13:39:06,14:05:21,14:05:21,5,0.0,0.0,7.1826,1295008590.0,18910800000.0,,
2026-04-09,605178.SH,时空科技,炸板池,HS,79.1,9.5871,0,,,09:50:09,14:56:33,14:56:33,4,0.0,0.0,8.1868,634356460.0,7837228000.0,,
2026-04-09,601677.SH,明泰铝业,炸板池,HS,17.66,8.7438,0,,,13:31:29,13:45:53,13:45:53,2,0.0,0.0,13.3215,2839290400.0,21509997000.0,,
2026-04-09,605005.SH,合兴股份,炸板池,HS,21.17,8.0102,0,,,11:05:01,11:06:52,11:06:52,1,0.0,0.0,4.1876,349696630.0,8489170000.0,,
2026-04-09,600791.SH,京能置业,炸板池,HS,13.54,7.8884,0,,,13:27:04,13:31:37,13:31:37,1,0.0,0.0,10.4293,624804840.0,6124327400.0,,
2026-04-09,603182.SH,嘉华股份,炸板池,HS,17.35,6.835,0,,,09:25:03,13:00:03,13:00:03,5,0.0,0.0,14.8911,425802390.0,2854942500.0,,
2026-04-09,002806.SZ,华锋股份,炸板池,HS,14.34,6.6964,0,,,13:52:00,13:52:03,13:52:03,1,0.0,0.0,13.1935,322650520.0,2496677700.0,,
2026-04-09,000795.SZ,英洛华,炸板池,HS,9.6,6.3123,0,,,13:03:18,13:10:57,13:10:57,2,0.0,0.0,5.7878,632397510.0,10883351200.0,,
2026-04-09,600151.SH,航天机电,炸板池,HS,13.93,5.9316,0,,,10:53:26,11:23:05,11:23:05,2,0.0,0.0,11.2596,2261151800.0,19979134000.0,,
2026-04-09,002655.SZ,共达电声,炸板池,HS,21.16,5.8529,0,,,10:25:57,10:28:06,10:28:06,1,0.0,0.0,19.5156,1492954500.0,7655543100.0,,
2026-04-09,603538.SH,美诺华,炸板池,HS,45.5,5.2266,0,,,09:31:15,09:33:09,09:33:09,2,0.0,0.0,45.8772,4381780200.0,9838627300.0,,
2026-04-09,001270.SZ,*ST铖昌,炸板池,ST,121.73,5.003,0,,,09:54:27,14:56:57,14:56:57,16,0.0,0.0,4.3887,1080364200.0,24772002000.0,,
2026-04-09,600228.SH,*ST返利,炸板池,ST,5.94,4.947,0,,,10:41:32,14:56:59,14:56:59,7,0.0,0.0,3.49,85326443.0,2471260800.0,,
2026-04-09,603398.SH,*ST沐邦,炸板池,ST,12.61,4.5605,0,,,14:52:16,14:52:58,14:52:58,1,0.0,0.0,1.7979,95670249.0,5468219600.0,,
2026-04-09,002306.SZ,*ST云网,炸板池,ST,2.54,4.5267,0,,,11:12:33,14:09:03,14:09:03,1,0.0,0.0,5.8081,119051207.0,2067459400.0,,
2026-04-09,603315.SH,福鞍股份,炸板池,HS,15.18,4.4735,0,,,10:54:52,13:04:43,13:04:43,5,0.0,0.0,15.925,796108920.0,4863159900.0,,
2026-04-09,600581.SH,*ST八钢,炸板池,ST,2.77,3.7453,0,,,10:06:27,10:13:51,10:13:51,2,0.0,0.0,5.5817,233661790.0,4246127100.0,,
2026-04-09,600654.SH,中安科,炸板池,HS,4.48,1.8182,0,,,09:25:02,13:01:44,13:01:44,2,0.0,0.0,29.1076,3131369800.0,10382094600.0,,
2026-04-09,002051.SZ,中工国际,炸板池,HS,11.5,-0.2602,0,,,09:32:27,10:51:42,10:51:42,1,0.0,0.0,18.6822,2797509400.0,14229384000.0,,
2026-04-09,000919.SZ,金陵药业,炸板池,HS,8.58,-3.7037,0,,,09:34:36,09:56:30,09:56:30,5,0.0,0.0,29.5642,1721781300.0,5334758500.0,,
2026-04-09,605081.SH,*ST太和,炸板池/跌停池,ST,6.26,-5.0076,0,,,09:34:52,10:20:19,10:20:19,6,0.0,0.0,5.0627,38255151.0,708926670.0,,
2026-04-09,300561.SZ,*ST汇科,跌停池,ST,11.31,-20.0141,0,,,,,,0,0.0,0.0,7.6654,253809820.0,2726361200.0,,
2026-04-09,000004.SZ,*ST国华,跌停池,ST,3.35,-5.0992,0,,,,,,0,0.0,0.0,9.936,42099759.0,423064020.0,,
2026-04-09,002630.SZ,ST华西,跌停池,ST,1.88,-5.0505,0,,,,,,0,0.0,0.0,4.7351,93201057.0,1936913000.0,,
2026-04-09,002731.SZ,ST萃华,跌停池,ST,7.03,-5.0,0,,,,,,0,0.0,0.0,11.4801,188569550.0,1614484500.0,,
2026-04-09,600381.SH,*ST春天,跌停池,ST,2.63,-5.0542,0,,,,,,0,0.0,0.0,1.5718,24440482.0,1543969700.0,,
2026-04-09,600696.SH,*ST岩石,跌停池,ST,1.32,-5.036,0,,,,,,0,0.0,0.0,1.404,6220874.0,441499650.0,,
2026-04-09,600608.SH,*ST沪科,跌停池,ST,2.44,-5.0584,0,,,,,,0,0.0,0.0,0.832,6476240.0,776826320.0,,
2026-04-09,600599.SH,*ST熊猫,跌停池,ST,4.8,-4.9505,0,,,,,,0,0.0,0.0,0.7917,6308640.0,796800000.0,,
2026-04-09,600238.SH,*ST椰岛,跌停池,ST,3.73,-5.0891,0,,,,,,0,0.0,0.0,0.3085,5124274.0,1660863000.0,,
2026-04-09,600193.SH,*ST创兴,跌停池,ST,3.35,-5.0992,0,,,,,,0,0.0,0.0,0.5759,8207165.0,1424999600.0,,
2026-04-09,002542.SZ,中化岩土,跌停池,HS,2.7,-10.0,0,,,,,,0,0.0,0.0,1.5868,75350790.0,4748682500.0,,
2026-04-09,000638.SZ,*ST万方,跌停池,ST,0.99,-4.8077,0,,,,,,0,0.0,0.0,0.2534,778041.0,307044140.0,,
2026-04-10,300131.SZ,英唐智控,涨停池,GEM,15.42,20.0,0,,换手板,14:03:27,14:56:54,,1,30002139.0,1945664.0,24.7535,3781222800.0,16071765000.0,OCS光路交换机+拟收购光隆集成+存储分销+车载芯片,粤港澳大湾区
2026-04-10,000762.SZ,西藏矿业,涨停池,HS,33.88,10.0,1,首板,换手板,10:09:03,14:55:39,,7,5471620.0,161500.0,15.8808,2736875300.0,17644725000.0,锂盐湖+二期爬坡+宝武央企,西部大开发
2026-04-10,600193.SH,*ST创兴,涨停池,ST,3.52,5.0746,1,首板,换手板,14:11:44,14:54:53,,2,468684.48,133149.0,7.0353,99160537.0,1497313000.0,退市博弈+建筑装饰+算力概念,东数西算(算力)
2026-04-10,002418.SZ,康盛股份,涨停池,HS,5.69,10.058,1,首板,换手板,09:36:48,14:54:51,,1,84812864.0,14905600.0,12.6466,804701130.0,6466100900.0,液冷+算力租赁+家电制冷,液冷服务器
2026-04-10,002787.SZ,华源控股,涨停池,HS,13.78,9.9761,1,首板,换手板,09:39:00,14:54:39,,6,15543840.0,1128000.0,15.6408,534978620.0,3456852400.0,半导体+锂电池结构件+金属包装+年报增长,2025年报预增
2026-04-10,002177.SZ,御银股份,涨停池,HS,8.16,9.973,1,首板,换手板,13:16:21,14:51:51,,3,75380864.0,9237851.0,22.3847,1198983880.0,5507338700.0,智能金融设备+产业园运营+广州资产,粤港澳大湾区
